id_fiscal,no_fiscal,id_unico,fe_denuncia,fe_ing_caso,fe_asig,id_etapa,de_etapa,id_estado,de_estado,st_acumulado,tx_tipo_caso,condicion,fe_conclusion,de_mat_deli
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120250005850000,07/05/2025 10:35:00,07/05/2025 10:35:00,13/05/2025 11:24:10:81,0,CALIFICACION,1003,CON ARCHIVO (CALIFICA),N,D,RESUELTO,12/06/2025 11:49:56:843,"HURTO AGRAVADO (SOBRE VEHICULO AUTOMOTOR, AUTOPARTES Y ACCESORIOS)"
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120250005970000,13/05/2025 15:15:00,13/05/2025 15:15:00,16/05/2025 14:42:08:066,0,CALIFICACION,1003,CON ARCHIVO (CALIFICA),N,D,RESUELTO,12/06/2025 15:41:20:88,LESIONES
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120120005500000,01/08/2012 10:33:00,01/08/2012 10:33:00,05/11/2014 13:08:15:273,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,03/09/2012 07:36:27:263,C.R.N. (ALTERACI”N DEL AMBIENTE O PAISAJE)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120120005500000,01/08/2012 10:33:00,01/08/2012 10:33:00,05/11/2014 13:08:15:273,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,03/09/2012 07:36:27:263,C.R.N. (DELITOS CONTRA LOS BOSQUES O FORMACIONES BOSCOSAS
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120120005500000,01/08/2012 10:33:00,01/08/2012 10:33:00,05/11/2014 13:08:15:273,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,03/09/2012 07:36:27:263,USURPACION
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130002710000,10/05/2013 11:06:00,10/05/2013 11:06:00,05/11/2014 13:08:15:753,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,07/06/2013 14:38:17:69,PECULADO (APROP.O.UTILIZAC.DE.CAUDALES)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130002710000,10/05/2013 11:06:00,10/05/2013 11:06:00,05/11/2014 13:08:15:753,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,07/06/2013 14:38:17:69,PECULADO (MALVERSACION.DE.BIENE.PUBLICO
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130006710000,19/12/2013 14:46:00,19/12/2013 14:46:00,06/01/2015 13:44:05:263,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,18/01/2014 08:48:03:86,CONTRA EL PATRIMONIO
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140002050000,12/05/2014 12:31:00,12/05/2014 12:31:00,06/01/2015 13:44:05:43,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,03/06/2014 16:15:20:756,DA—OS
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140004550000,02/10/2014 14:27:00,02/10/2014 14:27:00,05/11/2014 13:08:16:16,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,21/10/2014 10:02:14:476,LESIONES
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006510000,26/11/2014 14:37:00,26/11/2014 14:37:00,06/01/2015 13:44:05:84,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,27/02/2015 12:21:37:876,ABORTO (NO CONSENTIDO)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006510000,26/11/2014 14:37:00,26/11/2014 14:37:00,06/01/2015 13:44:05:84,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,27/02/2015 12:21:37:876,ABUSO DE AUTORIDAD
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006510000,26/11/2014 14:37:00,26/11/2014 14:37:00,06/01/2015 13:44:05:84,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,27/02/2015 12:21:37:876,LES.GRAV. (PELIGRO.INMINENTE.DE.LA.VIDA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006510000,26/11/2014 14:37:00,26/11/2014 14:37:00,06/01/2015 13:44:05:84,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,27/02/2015 12:21:37:876,V.L.P.(COACCION)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006520000,27/11/2014 09:44:00,27/11/2014 09:44:00,06/01/2015 13:44:05:843,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,28/11/2014 12:46:05:86,DELITOS AMBIENTALES
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006530000,27/11/2014 10:06:00,27/11/2014 10:06:00,06/01/2015 13:44:05:846,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,28/11/2014 11:27:34:77,DELITOS AMBIENTALES
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006540000,27/11/2014 10:16:00,27/11/2014 10:16:00,06/01/2015 13:44:05:85,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,28/11/2014 12:43:08:59,DELITOS AMBIENTALES
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006800000,01/12/2014 15:13:00,01/12/2014 15:13:00,04/12/2014 09:24:11:303,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,04/12/2014 17:31:33:15,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160001310000,10/02/2016 08:51:00,10/02/2016 08:51:00,10/02/2016 09:42:11:76,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,10/02/2016 09:45:29:24,TRATA DE PERSONAS FORMA AGRAVADA(LEY 28950)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160002410000,22/03/2016 14:22:00,22/03/2016 14:22:00,06/04/2016 15:50:28:48,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,26/08/2016 15:41:18:92,LAVADO DE ACTIVOS
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120170002640000,02/03/2017 15:09:00,02/03/2017 15:09:00,02/03/2017 16:14:20:283,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,15/08/2018 17:18:36:923,HOMICIDIO
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120170002730000,06/03/2017 17:34:00,06/03/2017 17:34:00,07/03/2017 14:45:14:013,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,21/09/2017 16:30:40:633,TRATA DE PERSONAS FORMA AGRAVADA(LEY 28950)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120190004150000,10/05/2019 17:12:00,10/05/2019 17:12:00,22/05/2019 07:38:27:3,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,28/05/2019 10:48:26:146,NO TIPIFICADO
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120190005250000,27/06/2019 08:41:00,27/06/2019 08:41:00,02/07/2019 12:23:47:433,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,10/07/2019 10:54:50:223,V.L.S. (DE 10 A MENOS DE 14 A—OS)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120200000730000,17/01/2020 16:23:00,17/01/2020 16:23:00,07/01/2021 17:57:06:336,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,01/12/2021 12:05:45:81,"FALSEDAD IDEOL”GICA, INSERTA O HACE INSERTAR EN INSTRUMENTO P⁄BLICO, DECLARACIONES FALSAS"
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120200001350000,10/02/2020 14:00:00,10/02/2020 14:00:00,12/02/2020 11:42:51:486,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,05/11/2021 11:30:05:09,EXTORSION
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220005520000,15/06/2022 16:58:00,15/06/2022 16:58:00,27/06/2022 16:32:38:69,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,28/06/2022 10:57:22:903,AGRESIONES EN CONTRA DE LAS MUJERES O INTEGRANTES DEL GRUPO FAMILIAR (LESIONES CORPORALES MENOS DE 1
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230011790000,20/12/2023 08:07:00,20/12/2023 08:07:00,03/01/2024 14:12:04:67,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,19/04/2024 11:45:54:85,NO CONSENTIDO
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240008740000,15/08/2024 14:53:00,15/08/2024 14:53:00,16/08/2024 12:13:40:123,0,CALIFICACION,1013,DERIVADO (CALIFICA),N,D,RESUELTO,22/08/2024 16:49:58:343,VIOLACION DE LA LIBERTAD SEXUAL
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120110001340000,19/04/2011 14:26:00,19/04/2011 14:26:00,05/11/2014 13:08:14:656,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,25/09/2017 11:12:33:18,LES.GRAV.(SEGUIDAS DE MUERTE)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120110001630000,06/05/2011 12:32:00,06/05/2011 12:32:00,05/11/2014 13:08:14:663,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,28/01/2015 09:04:11:43,D.P.C. (IMPRUDENC.CONDUCCION.VEHICULAR)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120110001630000,06/05/2011 12:32:00,06/05/2011 12:32:00,05/11/2014 13:08:14:663,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,28/01/2015 09:04:11:43,DA—OS
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120110001690000,06/05/2011 14:40:00,06/05/2011 14:40:00,05/11/2014 13:08:14:666,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,27/04/2015 07:42:43:2,HURTO
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120120001660000,17/02/2012 10:12:00,17/02/2012 10:12:00,05/11/2014 13:08:14:95,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,06/11/2014 18:06:22:81,HOMICIDIO
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120120004940000,19/06/2012 09:32:00,19/06/2012 09:32:00,27/12/2017 10:56:49:64,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,14/10/2022 15:39:34:01,HOMICIDIO
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130000070000,14/01/2013 09:42:00,14/01/2013 09:42:00,05/11/2014 13:08:15:55,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,29/09/2017 09:20:46:18,D.P.C. (IMPRUDENC.CONDUCCION.VEHICULAR)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130000070000,14/01/2013 09:42:00,14/01/2013 09:42:00,05/11/2014 13:08:15:55,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,29/09/2017 09:20:46:18,LESIONES
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130000120000,14/01/2013 12:27:00,14/01/2013 12:27:00,05/11/2014 13:08:15:563,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,29/09/2017 11:08:09:636,E.C.C.P. (ELABORAC.CLANDEST.DE.PRODUCTO)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130002760000,15/05/2013 10:00:00,15/05/2013 10:00:00,05/11/2014 13:08:15:76,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,21/12/2014 23:20:44:373,D.P.C. (IMPRUDENC.CONDUCCION.VEHICULAR)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130002950000,17/05/2013 23:04:00,17/05/2013 23:04:00,05/11/2014 13:08:15:78,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,21/12/2014 23:19:09:606,LESIONES (LEVES)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130003070000,23/05/2013 10:00:00,23/05/2013 10:00:00,05/11/2014 13:08:15:793,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,29/09/2017 10:40:34:276,D.P.C. (FABR.SUMIN.POSES.DE EXPLOSIVOS)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130003070000,23/05/2013 10:00:00,23/05/2013 10:00:00,05/11/2014 13:08:15:793,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,29/09/2017 10:40:34:276,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130005080000,12/09/2013 11:32:00,12/09/2013 11:32:00,05/11/2014 13:08:15:946,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,07/11/2014 08:38:28:356,D.P.C. (FABR.SUMIN.POSES.DE EXPLOSIVOS)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120130005080000,12/09/2013 11:32:00,12/09/2013 11:32:00,05/11/2014 13:08:15:946,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,07/11/2014 08:38:28:356,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140002660000,19/06/2014 12:42:00,19/06/2014 12:42:00,12/11/2014 12:06:24:65,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,03/10/2017 08:29:29:84,D.P.C. (IMPRUDENC.CONDUCCION.VEHICULAR)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140004010000,19/09/2014 15:11:00,19/09/2014 15:11:00,23/04/2015 10:16:15:383,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,26/01/2018 12:42:52:566,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140004880000,13/10/2014 14:32:00,13/10/2014 14:32:00,05/11/2014 13:08:16:216,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,26/01/2018 12:44:44:56,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006590000,27/11/2014 11:50:00,27/11/2014 11:50:00,27/12/2017 10:26:08:183,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,26/09/2018 16:27:36:553,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006630000,28/11/2014 13:24:00,28/11/2014 13:24:00,01/12/2014 11:49:24:773,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,15/09/2017 12:11:25:846,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120140006660000,28/11/2014 16:13:00,28/11/2014 16:13:00,01/12/2014 11:49:24:783,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,02/08/2017 16:37:07:48,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120150000150000,19/01/2015 07:15:00,19/01/2015 07:15:00,21/01/2015 14:31:25:133,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,22/09/2017 16:23:09:19,D.P.C. (FABR.SUMIN.POSES.DE EXPLOSIVOS)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120150001800000,09/04/2015 10:51:00,09/04/2015 10:51:00,09/04/2015 12:31:04:316,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,30/09/2015 10:28:38:506,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120150009080000,20/11/2015 16:36:00,20/11/2015 16:36:00,27/11/2015 07:41:48:95,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,11/05/2017 11:14:24:983,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120150009210000,01/12/2015 08:50:00,01/12/2015 08:50:00,01/12/2015 10:06:22:97,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,23/09/2017 11:16:33:953,DELITO DE PELIGRO COMUN
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120150009620000,23/12/2015 14:43:00,23/12/2015 14:43:00,05/01/2016 08:53:31:8,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,16/02/2018 10:48:34:15,D.P.C. (IMPRUDENC.CONDUCCION.VEHICULAR)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160000530000,08/01/2016 11:29:00,08/01/2016 11:29:00,12/01/2016 15:19:46:943,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,12/10/2016 22:14:46:94,D.P.C. (IMPRUDENC.CONDUCCION.VEHICULAR)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160001100000,01/02/2016 12:12:00,01/02/2016 12:12:00,03/02/2016 20:52:00:863,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,06/04/2017 15:15:18:82,E.C.C.P. (ELABORAC.CLANDEST.DE.PRODUCTO)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160002640000,04/04/2016 14:08:00,04/04/2016 14:08:00,07/04/2016 10:45:25:436,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,13/02/2018 17:00:50:22,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160003630000,28/04/2016 15:12:00,28/04/2016 15:12:00,02/05/2016 17:29:20:59,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,04/05/2016 14:25:28:183,DELITO DE PELIGRO COMUN
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160005210000,10/06/2016 16:46:00,10/06/2016 16:46:00,15/06/2016 18:03:50:86,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,19/12/2017 12:40:07:793,CONTRA LA VIDA/EL CUERPO Y LA SALUD
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160005340000,13/06/2016 15:21:00,13/06/2016 15:21:00,16/06/2016 17:57:08:466,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,20/09/2017 17:44:42:426,CONTRA EL PATRIMONIO
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160005850000,30/06/2016 12:48:00,30/06/2016 12:48:00,30/06/2016 14:29:26:706,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,12/10/2016 22:34:49:19,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160005860000,30/06/2016 12:52:00,30/06/2016 12:52:00,30/06/2016 14:29:26:713,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,15/02/2018 11:08:16:346,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160005870000,30/06/2016 12:54:00,30/06/2016 12:54:00,30/06/2016 14:29:26:72,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,17/11/2017 10:51:18:44,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160005880000,30/06/2016 12:57:00,30/06/2016 12:57:00,30/06/2016 14:29:26:726,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,15/02/2018 11:38:52:396,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160005890000,30/06/2016 12:59:00,30/06/2016 12:59:00,30/06/2016 14:29:26:733,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,12/10/2016 22:38:20:846,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160005910000,30/06/2016 13:03:00,30/06/2016 13:03:00,30/06/2016 14:29:26:75,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,17/11/2017 11:05:00:296,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160006360000,13/07/2016 16:06:00,13/07/2016 16:06:00,18/07/2016 11:40:28:95,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,12/06/2017 15:27:25:553,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160006680000,21/07/2016 08:33:00,21/07/2016 08:33:00,21/07/2016 08:49:28:783,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,21/07/2016 18:12:13:01,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160006690000,21/07/2016 08:37:00,21/07/2016 08:37:00,21/07/2016 08:49:28:79,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,13/06/2017 09:09:18:596,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160007340000,08/08/2016 11:32:00,08/08/2016 11:32:00,09/08/2016 13:40:10:626,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,22/09/2017 12:08:55:15,DELITO DE PELIGRO COMUN
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160007340000,08/08/2016 11:32:00,08/08/2016 11:32:00,09/08/2016 13:40:10:626,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,22/09/2017 12:08:55:15,LESIONES
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160007370000,08/08/2016 12:09:00,08/08/2016 12:09:00,09/08/2016 13:40:10:633,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,03/04/2017 14:07:54:686,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160007870000,23/08/2016 08:45:00,23/08/2016 08:45:00,23/08/2016 09:24:18:043,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,12/10/2016 21:56:49:69,DELITO DE PELIGRO COMUN
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160008170000,31/08/2016 18:05:00,31/08/2016 18:05:00,31/08/2016 18:13:45:45,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,11/05/2017 12:06:46:46,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160008180000,31/08/2016 18:14:00,31/08/2016 18:14:00,31/08/2016 18:18:42:1,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,11/05/2017 11:54:43:103,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160008980000,21/09/2016 13:00:00,21/09/2016 13:00:00,22/09/2016 19:34:29:406,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,08/09/2017 15:14:04:64,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160009020000,21/09/2016 15:06:00,21/09/2016 15:06:00,22/09/2016 19:34:29:46,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,09/03/2018 09:47:14:25,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160009230000,22/09/2016 12:15:00,22/09/2016 12:15:00,28/09/2016 09:28:02:796,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,13/02/2018 15:26:31:143,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160009390000,28/09/2016 12:27:00,28/09/2016 12:27:00,29/09/2016 08:58:05:656,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,31/03/2017 11:56:16:4,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160009880000,06/10/2016 17:05:00,06/10/2016 17:05:00,07/10/2016 10:41:23:01,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,06/09/2017 11:38:04:343,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160009890000,06/10/2016 17:09:00,06/10/2016 17:09:00,07/10/2016 10:41:23:016,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,09/03/2018 09:53:49:686,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160009910000,06/10/2016 17:19:00,06/10/2016 17:19:00,07/10/2016 10:41:23:033,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,06/09/2017 12:27:04:073,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160009920000,06/10/2016 17:21:00,06/10/2016 17:21:00,07/10/2016 10:41:23:043,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,06/09/2017 09:56:04:756,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160009970000,11/10/2016 08:58:00,11/10/2016 08:58:00,13/10/2016 08:43:26:816,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,09/03/2018 09:55:36:713,D.P.C. (IMPRUDENC.CONDUCCION.VEHICULAR)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160010120000,12/10/2016 07:50:00,12/10/2016 07:50:00,13/10/2016 08:43:26:823,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,20/09/2017 17:36:48:543,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120160010150000,12/10/2016 08:05:00,12/10/2016 08:05:00,13/10/2016 08:43:26:833,0,CALIFICACION,1003,PRINCIPIO OPORTUNIDAD,N,D,RESUELTO,03/04/2017 15:51:34:6,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
